userName,score,content,at,sentiment
Rindu,5,aku suka sekali game pesawat ini kayak beneran gitu semoga kedepannya game ((World of Airports)) semakin sukses kedepannya 1000 jempol buat game ini saya main di game ini sudah lumayan lama kalau tidak salah udah 5 tahun pokoknya game ini enak sekali dimainkan tidak ada kendala sukses pencipta game ini developer i love you Saya berasal dari Indonesia salam sukses buat game ini terima kasih ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,2025-08-23 12:37:44,positif
muji type,1,"update berikutnya jangan kaku donk game nya,buat seperti unmacced traffic control,tetangga sebelah tidak ada update lagi,makanya saya pindah kemari,tapi game nya kaku,tidak ada insiden nya",2025-08-23 12:29:57,negatif
Muhammad Jibran,1,ah makin lama makin besar ukuran filenya ( MB ) coba sudah bagus-bagusan malah di besarin MB makin ribet makin banyak ruang penyimpanan dah 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,2025-08-23 09:56:46,negatif
Beniko Adianto,5,"geme ini, bagus",2025-08-23 08:05:46,positif
Virgo Mania14,5,sangat bagus dan membantu menggapai cita cita saya,2025-08-23 01:45:56,positif
Rizky Wibowo,5,"game nya sangat bagus, dan mudah, coba dong di tambah lagi untuk maskapai dan bandaranya",2025-08-23 01:14:32,positif
Julian Andrianto,5,"Tolong perbaiki sistem kontraknya masa untuk bandara yang berada di Eropa (Prague, Bari, Leipzig) tidak bisa kontrak pesawat ukuran X untuk daerah eropa dan timur tengah sedangkan untuk bandara Muscat itu bisa kontrak pesawat ukuran X yang berada di timur tengah dan eropa",2025-08-22 23:07:47,positif
Fuchia Mutiaramoty Nurhamidin,5,Seru bisa memanage banyak hal. awalnya emang bingung soalnya tutorialnya tidak menjelaskan rinci apa yang harus dilakukan tapi setelah tau seru banget gamenya. Terima kasih developer,2025-08-22 09:24:30,positif
Siput Tua,4,"The game is really good, but can Garuda Indonesia Airline Livery be added? Like the B737 Max 8, then the A330 - 300 and A330 - 200?",2025-08-22 01:00:19,positif
erfan auliarahman,5,"pengalaman menarik, santai. tapi untuk membeli petugas, coin emas, coin silver terlalu mahal. itu saja",2025-08-21 22:01:30,positif
Bayu Apri kio,5,add indonesian airlines,2025-08-21 15:22:05,positif
Faiza Yusuf,5,developers make Indonesian train games like the game World of Airports. plss,2025-08-21 03:46:17,positif
Gilang Rifaldo,5,gamenya bagus banget,2025-08-20 22:53:12,positif
Apriyuda Kusuma,5,topp cerr,2025-08-20 18:13:55,positif
Fadli Fadillah spd,4,pesawat ini banyak yg kurang dari badarnya kurang ngga bisa di lihat trs pesawat dalamnya tidak bisa di liat itu ajh si,2025-08-19 23:26:18,positif
azzam ariawan,5,gamenya sangat bagus,2025-08-19 11:48:10,positif
Sobin Sihotang,2,game ini bagus tapi gak bisa terbang tolong di perbaiki game nya,2025-08-19 11:40:49,negatif
Zaki Fajri,5,gamenya oke pacenya juga enjoyable grafik lumayan lah ya walaupun dibeberapa tempat masih pixel pesawatnya juga enak dilihat 4.8/5 bintang,2025-08-19 04:12:55,positif
A Ripani,4,"KAPAN SIH PENAMBAHAN BENDARA SOEKARNO HATTA/CGK, semoga aja akhir bulan ini update penambahan bendara Soekarno Hatta",2025-08-18 11:42:07,positif
Dimas Shaquille,5,"game nya sangat bagus, tapi terkadang ada bug ngefrezze, jadi experience bermain nya tidak se smooth itu, walaupun grafik sudah diturunkan sama aja bug ngefrezze tetap ada",2025-08-18 10:33:47,positif
Ndraa,5,bagusss,2025-08-18 02:16:35,positif
Rizki 2009,5,"saya sangat suka dengan game ini,semoga kedepanya variasi pesawat dan livery maskapai lebih banyak lagi,dan bila memungkinkan tolong tambahkan bandara indonesia seperti: i gusti Ngurahrai(DPS),Dan Soekarno Hatta(CGK).Dan tambahkan versi neo dari a330(a330-900),dan juga tambahkan pesawat fighter agar pesawat lebih bervariatif",2025-08-17 12:17:37,positif
pramitadiva18 1098,5,"gamenya sangat seru detail dan gerakannya sama persis,bagus.",2025-08-17 06:30:52,positif
AGM- KING,5,gamenya udh bagus banget tapi tolong abdate bandara cgk (jakarta)nya bng....🙏,2025-08-16 15:06:41,positif
Ngatimin,5,bagus tapi enak ini,2025-08-16 13:59:27,positif
noval Andrian,2,game bagus secara keseluruhan tapi minus banyak bug nya,2025-08-16 13:22:22,negatif
Fadhil Sahitya,5,"Hey developer, can you add Dubai airport in the next update?",2025-08-16 11:50:27,positif
andra Saputra,1,game nya gak bisa dimainkan tiba tiba keluar sendiri dan ngeleg world of airports tidak menanggapi setelah itu kouta habis hanya untuk download ini game tolong diperbaiki saya kasi bintang satu,2025-08-16 11:44:04,negatif
Fahmi Elkaff,2,"pertama :turun bintang karena saran tidak di dengarkan kedua : pemain pindah airport baru, uang tidak di teruskan padahal pemainnya sama 🤣 harus mulai dari 0 lagi di bandara lain. ketiga : 1 coin emas = 150 koin silver, lalu kenapa 1500 koin silver untuk 1 coin emas? membosankan lama lama buang waktu karena game ini hanya menyediakan take off, landing pesawat dan itu harus nunggu protokol dari gamenya ga bisa bikin protokol sendiri. gap terlalu jauh antar pesawat, crew ground susah di dapat👎",2025-08-15 10:21:11,negatif
Dzaki Althafi,5,bagus dan keren,2025-08-15 07:09:14,positif
Mochammad Isnaini,5,"Ini game luar biasa apalagi bagi saya penyuka game santai. Cuman kekurangan di UI aja sih buat pemula. Awalnya bingung sih jujur, Tapi sekarang udah terbiasa dan terus pertahankan seperti ini. Apalagi Iklan, jangan sampai setiap maen dapet spam iklan.",2025-08-15 03:15:07,positif
Riski Ramadhan,3,"gameplay nya udah bagus, tetapi terkadang audio dalam gamenya suka error contohnya ga ada suara dari lagu padahal udah tinggikan volume,dan biasanya gamenya sering ngefrezze sendiri walaupun hanya beberapa detik tetapi mengganggu gameplay,semoga kedepannya di perbaiki 🙏🙏🙏🙏🙇‍♂️♥️♥️💖",2025-08-14 11:17:38,netral
Yafiq Afkar,5,bagus kita bisa kontrol Pesawat pokoknya seru,2025-08-14 00:22:45,positif
FIKRI ANDANA,5,games bagus tapi untuk mendapatkan uang sangat sedikit,2025-08-13 08:33:14,positif
Rony Syahputra,3,game nya udah bagus tapi bug nya nih contohnya aku kan uang aku sedikit aku nonton iklan buat dapat uang ternyata pas aku pencet iklan nya kok malah keluar sendiri ini doang yang aku nggak suka,2025-08-13 03:13:46,netral
Hanan Rahmat,5,"game nya keren walau pesawat nya memiliki kontrak buruk,saya tau trik rahasia...........SO... MAIN WORLD OF AIRPORTS SEKARANG!! ada yg masih nge stuck di inn?",2025-08-12 06:05:51,positif
Rahmacitra123,1,saya mau game ini diperbarui lagi plis min lebih bagus lagi 😄,2025-08-11 13:27:47,negatif
Samsuriadi Adhi,5,"game ini sangat bagus. masalah grafis sudah boleh, cuma satu masalahnya tidak ada bandara Indonesia, bolehlah di adakan salah satu bandara internasional yang ada di Indonesia baik itu bandara i Gusti Ngurah Rai (Bali) atau bandara Soekarno Hatta (Jakarta).",2025-08-11 11:53:13,positif
Muhammad Fiqri,5,game sudah bagus tapi untuk bandara dan pesawat tolong bisa ditambah lagi 👍👍👍,2025-08-11 08:41:21,positif
Raffa17 channels,5,tambahin juga main bebas,2025-08-11 06:19:34,positif
Irfan Naufal,5,game nya bagus tapi ada bug atau glitch seperti kamera yang suka freeze atau seperti diulang ulang dan ini sangat merugikan apa lagi ketika minigame parkir pesawat dan mendaratkan pesawat mohon segera di perbaiki tapi overall game nya sudah bagus,2025-08-11 01:47:51,positif
Annelis,5,"can add a sandbox, like create own airport?",2025-08-10 11:43:45,positif
Hahshs Heheheh,3,"apacoba gabisa ganti bandara, dengan alasan jaringan error, padahal jaringan bagus",2025-08-10 09:02:42,netral
Azis Azis,3,mengapa bandara yang PRG terkunci padahal sebelum di update bandara nya bisa di download dan bisa di mainkan aku ingin bandara PRG untuk bisa di download tanpa membeli dengan koin pesawat emas,2025-08-10 07:08:58,netral
Sensei Saputra,1,Airport Vaclav Havel Praha In the city Ceko Runway 12 & 30 How come Inactive Runway 12 & 30,2025-08-10 06:56:03,negatif
Riska Rska,5,wow ini lebih bagus lagi dari pada gambar lain,2025-08-10 00:29:10,positif
Nafisa Azza,1,loading lamaaaaaa!!!!!!!!!!!!!!,2025-08-09 09:37:27,negatif
Gibran Rizky Fahlifi,4,"game saya bermasalah , seperti tidak bisa masuk",2025-08-09 06:12:34,positif
Omar Syarif_15,5,"aku Aviation, aku suka game ini tetapi susah juga mainnya untuk jadi orang kaya sudah itu saja 🛬✈️",2025-08-08 11:01:14,positif
Ryan Febriansyah,5,keren kasih aku unlimited,2025-08-08 08:17:48,positif
Akhdiat Iqbal Maulana,4,tolong segera di perbaiki untuk update yg terbaru game sangat berat dan sering sekali nge bug / keluar dr aplikasi sangat di sayangkan,2025-08-07 15:14:25,positif
Daslim Daslim,5,bagus gerafik nya hd,2025-08-07 12:58:47,positif
Eko Fino,4,"gamenya bagus banget,suka banget aku mengelola bandaranya,udah gitu iklannya gak mengganggu. Gak kayak game lain lagi main tiba-tiba iklan,ini engga. Iklan muncul kalo kalian mau ambil reward gratis,kenapa aku kasih bintang empat?,karena untuk grafik masih kurang,tolong di tingkatkan lagi. dan juga masalah koneksi,sinyal bagus tapi tiba-tiba di dalam game suka lag,mau ga mau harus login ulang. tapi overall untuk game gratis dan minim unsur pay to win,ini baguss",2025-08-07 05:19:02,positif
Azmi Tnyho,5,game yang bagus,2025-08-06 23:42:23,positif
Dimas Althaf,5,"Bagus banget, karna pake livery dan maskapai asli. Semoga nanti bisa makin banyak bandara, makin lengkap jenis pesawat, dan maskapainya.",2025-08-06 15:40:07,positif
Gilang Anugrah,1,uangnyaa dikit,2025-08-06 11:50:00,negatif
Andi Marsilino Dwi Saputra,3,need more rewards and please don't be pay to win this game,2025-08-06 10:34:55,netral
Ami Suratmi,5,game sudah bagus tapi kalo mode offline bagus bange aku lebih suka game offline kalo game kayak ini,2025-08-06 09:59:24,positif
Toko madura 2,2,tak kasi bintang 2 karna gemnya ada bag,2025-08-06 06:41:45,negatif
NONSKUY,5,"Ini game bagus banget sih, cocok buat yg cita2 nya ingin bertugas di bandara atau ATC",2025-08-06 04:24:04,positif
Noxsy Purba75,5,Pesawatnya ditambah Airbus A380 dan boeing 777 terbaru dong..,2025-08-06 00:37:50,positif
RG Channel,4,"Tolong tambahin bandara Indonesia tepatnya bandara SoekarnoHatta (CGK), karna player dari Indonesia banyak",2025-08-05 16:44:55,positif
Ernanda Sepriansyah,5,bagus seperti dunia nyata tetapi mendarat dan parking yang menjadi sulit,2025-08-05 14:04:35,positif
Caterpillar,4,"tolong kurangin harga pembelian koin pesawat emas,karna dengan harga segitu dan yang didapat tidak banyak di indonesia sangat mahal,,Tolong di kurangin lagi untuk harga pembeliannya terima kasih",2025-08-05 09:10:32,positif
Nizam Rafa,5,sesuai konsep dan tenang,2025-08-05 07:36:12,positif
Farrel Rahman,5,game nya bagus dan simpel hanya mengatur lalu lintas dan perjalanan pesawat mungkin kedepannya bisa di tambahkan fitur yang unik,2025-08-05 04:10:11,positif
Rama,5,this game is so good👍,2025-08-04 07:15:35,positif
Abdul Wahid,5,game nya bagus tapi tilong tambahkan statistik berapa total jumlah penumpang yang memakai bandara tersebut jadi biar lebih seru dan detai sama tambahkan bandara indonesia juga dong. terus buat penukaran koin silver ke koin gold jangan dibatasin sampai berhari hari lah kalau bisa beberapa menit aja sampai jam an gitu ini lama banget sampai 1 minggu,2025-08-04 03:13:56,positif
Rambe Khairuddin Ery,5,Gamenya sudah bagus. mungkin di next update pemain bisa memilih sendiri di runway mana pesawat akan landing ataupun take off apa lagi beberapa bandara memiliki 2 atau lebih landasan pacu.,2025-08-03 14:49:30,positif
Yuka ._05,2,Kok Bandara Bali hilang?,2025-08-03 08:36:02,negatif
Sultan Alfalak,5,enak banget mulai banget bintang,2025-08-02 22:50:57,positif
Arie Imsiatun,5,sangat seru pokoknya kalian wajib download,2025-08-02 14:20:54,positif
dzaky alfatih,5,ada Halim Perdanakusuma gak bang ?,2025-08-02 07:42:35,positif
Bayu Prasetyo aji Prasetyo aji,5,texture grafik sudah bagus tapi ya itu tambahkan mobil diluar bandara atau seolah-olah kota yang diarea Bandara menjadi hidup seperti didunia nyata kalo saya bilang ini baguss bgttt,2025-08-01 14:31:40,positif
Opan Yulistian,4,"mendingan abis di update kayanya developer mendengarkan keluhan saya tapi masih ada dikit layar macet, kedepannya lebih bagus lagi sukses👍🏻",2025-08-01 06:30:29,positif
Endang Rf,5,gamenya bugas ko aku tak kasih bintang lima mantap,2025-08-01 05:34:32,positif
Muhammad nur Arifin,5,lampu landasan pacu di INN gak idup kalok malam hari kayak ngebug gitu itu kenapa ya dan gme ini sangat keren,2025-08-01 04:01:24,positif
Ricky Ricky,5,tolong jangan di mahalkan buat buka bandara barunya kenapa tidak bisa dimainkan dan sangat berharap bs melihat penumpang naik pesawat seperti nyata gitu,2025-08-01 02:50:20,positif
Aldi Rifaldi,4,kenapa gk bisa masuk ke game nya min,2025-07-31 16:32:44,positif
Jeremia Mikhaelhutabarat,1,"tidak bisa main, tiba tiba-tiba berhenti perangkat nya, gak bagus, mau Log in malah tutup aplikasi",2025-07-31 15:46:20,negatif
Geovani Sitorus,2,kok gak bisa main 🙂‍↕️,2025-07-31 15:32:45,negatif
Teuku Zaldi,5,"Game WoA merupakan game manajemen bandara yang terkenal karena desain game yang hd dan grafik yang memanjakan mata.Saya waktu pertama kali main game ini(tepatnya di tahun 2022),saya rasa dikira game simulator pesawat padahal aslinya game bandara,dan kembali main pada akhir 2024 dengan peningkatan yang memuaskan.Saya sangat mengapresiasikan kinerja tim WoA karena telah menghasilkan game ini dengan bagus meskipun ada kekurangan.Saya harap ulasan ini akan menjadi penyemangat bagi tim WoA.Thank you",2025-07-31 14:57:32,positif
Minggir Awas,5,bugnya sudah di perbaiki aku kasi ulasan tadi langsung di perbaiki tapi kenapa kok tidak bisa masuk tolong developer ini kenapa soalnya sebelum di benerin bugnya tadi Masi bisa masuk tolong di benerin saya kasi bintang lima karna gamenya seru,2025-07-31 14:50:37,positif
Galih Waskito Pamungkas,3,"setelah di update kenapa bug tidak bisa masuk game , forclose terus",2025-07-31 13:53:06,netral
Rahman,1,setelah update malah apk gabisa kebuka,2025-07-31 13:50:28,negatif
Ahmad Eldhi,3,game gk bisa dibuka,2025-07-31 13:46:28,netral
M Zuhair Raziq S,5,"wow! game ini sangat menyenangkan. Namun, Tidak ada bandara KNO ataupun CGK atau DPS semoga nanti ada update yang bisa membuat saya mengembangkan bandara di indonesia!",2025-07-31 13:37:43,positif
Alberto K channel,5,"The latest version update is good, but there are still bugs, namely it likes to exit by itself and there are still other bugs, hopefully it will be updated soon. Please fix it again, can't enter the game",2025-07-31 13:03:30,positif
Arvian Nico,1,ko malah force close mlu sih semenjak update,2025-07-31 11:53:41,negatif
Sparth “Sparth” Tamam Alifian,5,untuk update sepertinya saya lebih suka kalok ada fitur kecelakaan pesawat.,2025-07-31 10:29:06,positif
Oppo Smart,4,Game Nya Bagus Tapi Tolong Offline Yah🥺🥺🥺,2025-07-31 06:40:48,positif
Asmadi Subar,4,Gamenya Bagus Tapi Tolong Mainnya Di Offline Aja Iya😃😃😃,2025-07-30 14:32:06,positif
Muthia Suswita32,5,BAGUS SIH TAPI ADA BANDARA YANG DI INDO DAN SELURUH DUNIA PLISSS DONG BANDARA PADANG WIEE ADA JUGA,2025-07-30 11:25:04,positif
Yeagerist,5,Tambahkan bandara yang ada di Indonesia,2025-07-30 02:49:18,positif
Oksa Djafar (OksaBuhang),3,bintang 3 dulu yaa,2025-07-29 18:15:37,netral
Raehan Talaga,5,Bagus bagat kalau boleh minta bandara geratis plis,2025-07-29 08:31:29,positif
Sultan,5,can you add DC-10 and MD-11 or L1011 triStar aircraft models 🙏,2025-07-28 10:24:23,positif
Aldi Roy,1,"tiba tiba tidak bisa di buka aplikasinya ""service initilalization""",2025-07-28 08:12:41,negatif
Abdu Zakky Djamal,4,gaya permainan nya asik dan bagi saya menyenangkan tapi terkadang jika ada banyak pesawat di terminal game nya akan lag atau terkadang mengalami bug berhenti dan saya harus login ulang ke permainan agar bisa lancar lagi tolong di perbaiki,2025-07-28 04:00:29,positif
Supriajj ajj,5,bug masih terjadi dan bila d zoom malah lambat kinerja pendaratan atw play tenang malah hp jadi berat dan lambat buat game play bagus dan golong d perbaiki lagi biar game nya ringan pas d pake,2025-07-28 00:38:35,positif
Muhammad waldan,5,bagus banget wak,2025-07-27 23:22:42,positif
Rudy NJ,5,"terimakasih kepada FlyBoys. akhirnya B748 dan 748F sudah diperbaiki, selanjutnya tinggal perbaiki B744F. sebagai player sangat senang mungkin tambahkan livery Condor A333. apakah belum bisa tambahkan Aeroflot, maskapai Rusia??? berharap Update selanjutnya ada fitur yg bisa mengatur arah landing dan take off. mohon cuaca kabut dihilangkan saja atau dikurangi kabutnya.",2025-07-27 11:17:04,positif
Satria Panjee,4,"if you add Soekarno Hatta airport your game will be very popular to play. please add Soekarno Hatta internasional airport (CGK),and please add go around and emergency landing features",2025-07-27 08:30:55,positif
Raditya Prayogo,5,Game asyik free to play mo lebih asyik bayar cuy,2025-07-27 04:25:59,positif
Nizu Miyura (Nizu),1,Too many bugs that never get fixed,2025-07-27 02:08:17,negatif
Yudhitia,5,"tolong buat developer, saya harap tambahkan fitur landing yang berbeda arah/runway dari kiri ke kanan, dan juga jika ada 2 runway berbeda bisa digunakan semuanya, game kalian sudah sangat bagus tinggal disempurnakan lagi. thanks developer😁",2025-07-26 23:25:52,positif
Sabil 21,5,kerenn dev,2025-07-26 13:01:52,positif
Kiki Ardhani,5,GAME NYA BAGUS TAPI TOLONG YA UNTUK AUPDATE NY SUPAYA LEBIH KEREN INI AJA UDH KEREN SEMANGAT TERUS YA 😄😄,2025-07-26 10:20:32,positif
Alfy Buldansyah,5,"Saya harap di update berikutnya ada peningkatan kualitas dari texture. khususnya di item pendukung seperti mobil yang di parkir dan lain lain. Juga texture pesawat yang bisa semakin HD. Mungkin ide yang bagus menambahkan POV dari dalam menara atc, karna saat ini menara atc muncul hanya untuk mengaktifkan Automatic Landing dll, dan terakhir saya masih menunggu Bandara dari Indonesia, terimakasih!",2025-07-26 06:47:32,positif
Dirhan Gere,1,"tidak bisa terbang ribet,jangan unduh pliss",2025-07-25 17:27:21,negatif
Pranata Juprye,5,cuaca hujan nya udh ada tpi msi kurang kya ngga keliat hujan nya ....seharus pas hujan tuh landasan nya keliat dah air atau basah nya ...pas lending atau take off biar keliat kaya asli nya ...,2025-07-25 14:03:56,positif
